序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額
15,香港,麥路人,2020/09/17,華映娛樂股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,59,"5,453",-26.74%,"1,228,278","13,352","3,016,883"
16,法國,夜訪羅浮宮：達文西特展,2020/09/16,威秀影城股份有限公司,Pathé Live,6,132,158.82%,"48,900",183,"67,580"
17,南韓,特務搞飛機,2020/09/11,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,63,"21,383",-42.85%,"5,080,233","95,547","22,515,864"
18,日本,蠟筆小新電影 激戰!塗鴉王國與差不多四勇者,2020/09/11,木棉花國際股份有限公司,ADK EMOTIOS INC.,56,"8,993",-53.97%,"2,057,665","53,507","12,310,031"
19,美國,顫役輪迴,2020/09/11,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,50,"1,683",-77.84%,"401,978","20,557","4,905,309"
20,美國,密弒直播,2020/09/11,威視股份有限公司,"MELVILLE FILMS, INC.",45,"1,774",-65.45%,"397,967","12,990","2,937,854"
21,巴西,中央車站:數位修復版,2020/09/11,光年映畫有限公司,MACT Productions,16,"1,101",-51.41%,"239,870","5,193","1,156,215"
22,德國,蘿莉破壞王,2020/09/11,鴻聯國際開發股份有限公司,Beta Cinema GmbH,7,464,-39.66%,"101,065","1,888","412,635"
23,日本,約會大作戰 赤黑新章：虛或實,2020/09/11,車庫娛樂股份有限公司,RELAY MOTION KFT.,15,200,-80.54%,"31,950","4,298","687,675"
24,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,6,133,-76.79%,"28,885","1,254","267,837"
25,越南,鬼爸爸,2020/09/11,水元素文化傳媒有限公司,"SKYLINE MEDIA CO., LTD",6,44,-89.91%,"9,960","1,068","244,430"
26,中國大陸,怪物先生,2020/09/11,美商超躍有限公司台灣分公司,哥倫比亞電影製作（亞洲）有限公司##上海檸萌影視傳媒有限公司##天津貓眼微影文化傳媒有限公司##華夏電影發行有限責任公司(聯合出品公司)##上海喜焰文化發展有限公司(聯合出品公司)##浙江橫店影業有限公司(聯合出品公司)##檸萌國際傳媒有限公司(聯合出品公司),10,25,-92.75%,"5,505","1,227","275,457"
27,日本,黑色校規,2020/09/11,車庫娛樂股份有限公司,NIPPON TELEVISION NETWORK CORPORATION,2,11,-82.26%,"2,500",240,"53,730"
28,日本,小偷演員,2020/09/11,太閃娛樂股份有限公司,HAKUHODO DY MUSIC & PICTURES INC,1,7,-95.88%,"1,540",345,"84,550"
29,中華民國,海霧,2020/09/11,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",79,"6,565",-61.75%,"1,474,340","47,032","10,738,399"
30,南韓,BREAK THE SILENCE: THE MOVIE,2020/09/10,威秀影城股份有限公司,Trafalgar Releasing Limited,13,251,-94.32%,"96,680","23,444","9,078,720"
31,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,13,"2,287",-61.54%,"511,535","25,976","5,795,145"
32,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",99,"14,803",-58.12%,"3,431,444","296,066","69,068,693"
33,美國,德州電鋸殺人狂前傳：皮面人,2020/09/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,5,160,-77.96%,"37,425","10,705","2,502,006"
34,日本,我是大哥大!!劇場版,2020/09/04,海樂影業股份有限公司,Nippon Television Network Corporation,6,128,-68.47%,"32,295","4,913","1,173,380"
35,法國,退休大贏家,2020/09/04,海鵬影業有限公司,SOCIETE NOUVELLE DE DISTRIBUTION,3,119,-72.39%,"26,125","3,758","797,200"
36,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,1,35,-20.45%,"8,700",997,"225,860"
37,加拿大,㊣麥肯齊金總理秘史♂,2020/09/04,天馬行空數位有限公司,BEST FRIEND FOREVER,1,0,-100.00%,0,393,"80,710"
38,中國大陸,蘇州河,2020/08/28,前景娛樂有限公司,SOCIÉTÉ PARISIENNE DE PRODUCTION SARL,7,558,-48.19%,"128,220","7,849","1,769,661"
39,西班牙,馬拉薩尼亞32號陰宅,2020/08/28,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,13,-80.00%,"3,240","16,611","3,937,749"
40,英國,美麗佳人歐蘭朵 跨世紀重映,2020/08/28,水元素文化傳媒有限公司,Hanway Films Limited,2,15,-93.72%,"3,000","2,807","612,033"
41,美國,紐約茶館,2020/08/28,聯影企業股份有限公司,HANWAY FILMS LIMITED,1,0,-100.00%,0,"1,386","284,035"
42,美國,TENET天能,2020/08/27,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,99,"88,520",-36.00%,"22,674,032","1,227,180","309,802,176"
43,美國,變種人,2020/08/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",11,274,-74.98%,"62,725","79,602","18,365,560"
44,新加坡,初心,2020/08/21,牽猴子整合行銷股份有限公司,AMOK PTE. LTD,26,"5,000",10.06%,"1,110,570","41,167","9,554,281"
45,澳洲,聖雅各的天空,2020/08/21,海鵬影業有限公司,Parkland Pictures Limited,4,96,-68.00%,"19,640","9,031","1,983,699"
46,日本,最後的情書,2020/08/21,薩摩亞商雄讚股份有限公司台灣分公司,"Toho Co., Ltd.",1,19,-73.61%,"4,100","3,524","815,174"
47,法國,高盧英雄歷險記：魔法藥水,2020/08/21,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,4,-84.62%,"1,000","10,687","2,441,389"
48,中華民國,可不可以，你也剛好喜歡我,2020/08/21,華映娛樂股份有限公司,華映娛樂股份有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##新線索(北京)影視投資有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##百聿數碼創意股份有限公司##馬棋朵數位影像製作有限公司,85,"6,724",-51.47%,"1,548,066","330,212","76,805,961"
49,中華民國,馗降：粽邪2,2020/08/20,華影國際影藝有限公司,華影國際影藝有限公司##麻吉砥加電影有限公司##滿滿額娛樂股份有限公司##聯聯看娛樂文化股份有限公司##識富天使會,95,"26,871",-44.65%,"6,123,258","278,357","63,345,672"
50,日本,東京教父:4K數位修復版,2020/08/19,光年映畫有限公司,TOHOKUSHINSHA FILM CORPORATION,4,210,-44.88%,"50,480","15,841","3,735,339"
51,美國,棕櫚泉不思議,2020/08/19,車庫娛樂股份有限公司,RELAY MOTION KFT.,2,51,-80.53%,"11,480","18,304","4,364,217"
52,日本,追逐繁星的孩子,2020/08/19,中藝國際影視股份有限公司,CoMix Wave Films Inc.,7,29,0.00%,"7,471","1,639","398,475"
53,日本,Fate_stay night [Heaven's Feel] Ⅲ春櫻之歌,2020/08/15,曼迪傳播有限公司,Aniplex Inc.,9,"1,215",-60.24%,"548,185","89,852","24,510,256"
54,日本,劇場版 新幹線變形機器人-來自未來的神速ALFA-X,2020/08/14,海樂影業股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",2,2,-94.59%,410,"13,802","3,082,039"
55,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",18,678,-71.80%,"156,673","361,827","87,139,637"
56,南韓,魔鬼對決,2020/08/12,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,1,4,-85.19%,880,"37,977","8,867,441"
57,中華民國,哈囉少女,2020/08/07,台北双喜電影發行股份有限公司,幸福本色國際文創股份有限公司,3,116,0.00%,"7,470","22,871","5,287,207"
58,義大利,隱藏的畫家,2020/08/07,捷傑有限公司,Rai Com S.p.A.,1,38,46.15%,"5,770","2,719","573,137"
59,美國,家靈,2020/08/07,天馬行空數位有限公司,AGBO Films LLC,1,37,42.31%,"5,320","3,112","745,279"
60,中華民國,怪胎,2020/08/05,牽猴子整合行銷股份有限公司,牽猴子整合行銷股份有限公司##滿滿額娛樂股份有限公司##台灣大哥大股份有限公司,13,557,-70.10%,"131,195","191,697","44,581,246"
61,日本,雲之彼端，約定的地方,2020/08/05,中藝國際影視股份有限公司,CoMix Wave Films Inc.,7,34,0.00%,"8,702","1,894","467,161"
62,南韓,雙面追緝,2020/07/31,亮點國際影業有限公司,"Finecut Co.,LTD.",3,219,3.79%,"17,860","2,104","395,116"
63,日本,日間演奏會散場時,2020/07/31,傳影互動股份有限公司,PONY CANYON INC,1,22,0.00%,"3,440","4,416","883,082"
64,德國,北海小英雄,2020/07/31,華映娛樂股份有限公司,Studio 100 film,1,12,-88.12%,"2,785","48,175","10,613,579"
65,日本,秒速五公分,2020/07/29,中藝國際影視股份有限公司,CoMix Wave Films Inc.,7,40,0.00%,"10,369","4,294","1,080,089"
66,南韓,鋼鐵雨：深潛行動,2020/07/29,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",1,23,0.00%,"3,500","84,520","19,292,119"
67,英國,戀夏時光,2020/07/24,威視股份有限公司,EMBANKMENT FILMS LIMITED,4,332,-4.05%,"30,000","3,948","804,316"
68,泰國,淒厲人僧 前傳,2020/07/24,海樂影業股份有限公司,Five Star Production Company Limited,3,191,12.35%,"11,550","9,759","2,038,093"
69,日本,小路與我的秘密驛站,2020/07/24,可樂藝術文創股份有限公司,"Free Stone Productions Co., LTd.,",2,31,14.81%,"4,710",436,"83,456"
70,日本,藍色恐懼：數位修復版,2020/07/17,光年映畫有限公司,MADHOUSE Inc.,2,136,-44.49%,"7,110","37,562","8,927,321"
71,中華民國,打噴嚏,2020/07/14,禾豐九路娛樂有限公司,禾豐九路娛樂有限公司##群星瑞智國際藝能股份有限公司##天下一電影製作有限公司,4,380,0.00%,"24,540","202,954","46,914,738"
72,不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,3,298,136.51%,"65,850","32,354","7,205,061"
73,英國,雷曼兄弟三部曲,2020/07/05,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,42,180.00%,"31,000",738,"531,000"
74,英國,彗星美人,2020/07/04,威秀影城股份有限公司,ROYAL NATIONAL THEATRE,1,6,20.00%,"4,440",224,"157,800"
75,日本,角落小夥伴電影版：魔法繪本裡的新朋友,2020/07/03,威視股份有限公司,"ASMIK ACE, INC.",19,475,-54.06%,"110,164","341,646","79,765,882"
76,香港,死因無可疑,2020/07/03,華映娛樂股份有限公司,英皇影業有限公司,4,334,8.44%,"21,885","14,660","3,287,227"
77,英國,吾子吾弟,2020/07/03,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,6,26,136.36%,"18,640",226,"156,020"
78,美國,頭號粉絲,2020/07/03,天馬行空數位有限公司,VMI Worldwide,3,151,-20.53%,"11,775","2,020","351,459"
79,中華民國,破處,2020/07/03,立正站好思維創意有限公司,展邁核創股份有限公司##立正站好思維創意有限公司##中環國際娛樂事業股份有限公司##BNB拔尼布無限工作坊,3,104,271.43%,"10,160","67,490","12,627,170"
80,泰國,鬼侍女,2020/07/03,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd",2,49,-56.25%,"5,175","23,589","5,198,401"
81,英國,樂在當下,2020/07/02,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,6,28,27.27%,"19,960",352,"248,080"
82,美國,天后小助理,2020/06/24,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,6,281,-28.13%,"29,670","35,743","8,096,033"
83,美國,72小時前哨救援,2020/06/24,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",5,283,-53.07%,"25,495","76,464","17,036,004"
84,英國,玩命Online：雙槍對決,2020/06/24,捷傑有限公司,Altitude Film Sales Limited,4,306,48.54%,"21,055","8,779","1,883,343"
85,日本,福島50英雄,2020/06/24,薩摩亞商雄讚股份有限公司台灣分公司,KADOKAWA CORPORATION,1,52,-42.86%,"4,620","20,928","4,532,468"
86,伊朗,親愛的小孩,2020/06/24,水元素文化傳媒有限公司,Beta Cinema GmbH,1,15,-65.12%,"2,250","1,681","354,365"
87,美國,捕魔網,2020/06/24,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Film Mode Entertainment, LLC.",1,17,-76.39%,"1,910","12,285","2,754,030"
88,美國,明信片謀殺案,2020/06/19,香港商甲上娛樂有限公司台灣分公司,"CAPSTONE GROUP, LLC##GFC POSTCARDS, INC.",1,155,-30.80%,"13,630","36,026","8,138,898"
89,美國,最瘋狂的旅程,2020/06/19,海樂影業股份有限公司,"BLUE FOX ENTERTAINMENT 2, LLC",2,105,-45.31%,"6,995","4,990","906,100"
90,俄羅斯,失控特工,2020/06/19,可樂藝術文創股份有限公司,Central Partnership Sales House,1,44,-60.36%,"3,860","18,999","3,561,260"
91,德國,親愛陌生人,2020/06/12,鴻聯國際開發股份有限公司,Constantin Film Verleih GmbH,3,178,-34.32%,"12,480","7,916","1,055,036"
92,英國,決戰最前線,2020/06/12,天馬行空數位有限公司,METRO INTERNATIONAL ENTERTAINMENT LIMITED,1,41,-70.29%,"3,550","6,698","925,692"
93,美國,深海擴散,2020/06/12,光年映畫有限公司,"Epic Pictures Group, Inc.",1,10,-67.74%,"1,400","27,875","5,825,033"
94,日本,108～海馬五郎的復仇與冒險～,2020/06/12,車庫娛樂股份有限公司,COLORBIRD INC.,1,1,0.00%,190,251,"48,965"
95,美國,敢殺就來,2020/06/05,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,92,100.00%,"10,070","2,451","471,140"
96,美國,1/2的魔法,2020/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,702,0.00%,"53,365","270,638","62,915,729"
97,法國,巴黎寂寞不打烊,2020/05/22,海樂影業股份有限公司,STUDIOCANAL,2,319,39.91%,"30,790","3,712","722,436"
98,日本,靠北少女,2020/05/22,薩摩亞商雄讚股份有限公司台灣分公司,"Shochiku Co., Ltd.",1,63,-28.41%,"5,570","8,735","1,796,575"
99,英國,海邊走走,2020/05/15,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,48,-14.29%,"4,340","3,221","665,765"
100,法國,陪你玩最大,2020/05/08,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Pathé Films S.A.S,1,20,0.00%,"3,120","3,467","668,865"
101,泰國,見鬼的戀愛季節,2020/04/30,英屬維京群島商高捷全球開發有限公司 台灣分公司,"Sahamongkolfilm International Co.,Ltd.",3,80,-69.58%,"6,070","26,854","5,902,119"
102,泰國,淒厲人僧,2020/04/24,威視股份有限公司,FIVE STAR PRODUCTION COMPANY LIMITED,2,46,-2.13%,"5,420","31,280","6,944,075"
103,中華民國,練愛iNG,2020/03/13,威視股份有限公司,量能文創股份有限公司##聚善美文創娛樂有限公司##遊戲橘子數位科技股份有限公司##恆動工作室##天鵬翱翔集團有限公司,1,11,-71.79%,"1,650","39,716","9,111,959"
104,美國,極地守護犬,2020/02/27,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",1,68,17.24%,"7,180","74,440","16,225,797"
105,南韓,紅鞋公主與七矮人,2020/01/30,可樂藝術文創股份有限公司,"FINECUT CO., LTD",1,8,-88.24%,400,"28,176","5,515,392"
106,日本,巧虎電影 英雄遊樂園,2020/01/17,全民大劇團股份有限公司,法人倍樂生株式會社,12,66,-46.34%,"15,676","21,994","5,217,371"
107,中華民國,那個我最親愛的陌生人,2019/11/12,張作驥電影工作室有限公司,張作驥電影工作室有限公司,1,75,0.00%,"16,500","5,980","1,270,237"
108,美國,AI終結戰,2019/06/19,采昌國際多媒體股份有限公司,Freeway Entertainment Kft.,1,30,-63.41%,"3,270","7,847","1,599,683"
109,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,675,"99,080"
110,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,0.00%,0,"1,287","160,214"
111,瑞典,抓狂美術館,2018/01/19,東昊影業有限公司,(法國)SOCIETE PARISIENNE DE PRODUCTION,1,2,0.00%,300,"8,637","1,932,591"
112,西班牙,抓狂酒吧,2017/08/11,東昊影業有限公司,"FILM FACTORY ENTERTAINMENT, S.L.",1,1,0.00%,150,"7,460","1,639,775"
113,法國,巴黎野玫瑰,2016/05/27,南強國際影視傳播有限公司,LE PETIT BUREAU,1,0,-100.00%,0,"2,790","630,645"
114,南斯拉夫,地下社會,2015/05/15,前景娛樂有限公司,TF1 INTERNATIONAL,1,2,100.00%,420,"2,826","625,310"
115,日本,羅生門,2015/02/05,傳影互動股份有限公司,KADOKAWA CORPORATION,1,86,0.00%,"18,310",100,"20,995"
116,美國,八月三十一日，我在奧斯陸,2013/05/31,美昇國際影業股份有限公司,(德國)THE MATCH FACTORY GMBH,3,86,-38.57%,"19,520","2,255","505,425"
117,日本,言葉之庭,2013/05/31,中藝國際影視股份有限公司,CoMix Wave Films Inc.,7,49,133.33%,"12,935","1,839","459,388"
118,匈牙利,鋼琴師,1997/03/08,本萃電影有限公司,GEM ENTERTAINMENT KFT,16,756,41.04%,"163,016","1,292","281,401"
119,英國,教會,1986/12/20,香港商甲上娛樂有限公司台灣分公司,GOLDCREST FILMS INTERNATIONAL LIMITED,18,"1,056",-43.83%,"223,555","4,864","1,067,449"
